image_file_name,count
img536.jpg,55
img537.jpg,24
img538.jpg,32
img539.jpg,0
img540.jpg,52
img543.jpg,0
img544.jpg,1
img545.jpg,60
img546.jpg,38
img547.jpg,48
img548.jpg,57
img549.jpg,58
img550.jpg,55
img551.jpg,24
img552.jpg,36
img553.jpg,0
img554.jpg,46
img557.jpg,0
img558.jpg,0
img559.jpg,61
img560.jpg,40
img561.jpg,46
img562.jpg,52
img563.jpg,51
img564.jpg,57
img565.jpg,20
img566.jpg,36
img567.jpg,0
img568.jpg,31
img571.jpg,2
img572.jpg,3
img573.jpg,58
img574.jpg,39
img575.jpg,45
img576.jpg,54
img577.jpg,55
img578.jpg,53
img579.jpg,23
img580.jpg,36
img581.jpg,0
img582.jpg,24
img585.jpg,2
img586.jpg,2
img587.jpg,56
img588.jpg,36
img589.jpg,47
img590.jpg,56
img591.jpg,55
img592.jpg,50
img593.jpg,23
img594.jpg,36
img595.jpg,0
img596.jpg,22
img599.jpg,2
img600.jpg,2
img601.jpg,50
img602.jpg,40
img603.jpg,46
img604.jpg,58
img605.jpg,57
img606.jpg,57
img607.jpg,21
img608.jpg,33
img609.jpg,0
img610.jpg,21
img613.jpg,2
img614.jpg,2
img615.jpg,35
img616.jpg,40
img617.jpg,49
img618.jpg,54
img619.jpg,59
img620.jpg,51
img621.jpg,21
img622.jpg,25
img623.jpg,0
img624.jpg,17
img627.jpg,1
img628.jpg,2
img629.jpg,27
img630.jpg,42
img631.jpg,51
img632.jpg,60
img633.jpg,60
img634.jpg,54
img635.jpg,21
img636.jpg,31
img637.jpg,0
img638.jpg,18
img641.jpg,0
img642.jpg,0
img643.jpg,18
img644.jpg,43
img645.jpg,48
img646.jpg,58
img647.jpg,59
img648.jpg,57
img649.jpg,24
img650.jpg,32
img651.jpg,0
img652.jpg,19
img655.jpg,0
img656.jpg,0
img657.jpg,13
img658.jpg,41
